sra_accession,site_name,date,total_read_pairs,total_virus_hits,dedup_virus_hits,dup_virus_hits,dup_rate,ra,ra_dedup,below_species_counts,species_counts,genus_counts,family_counts,order_counts,class_counts,phylum_counts,kingdom_counts,domain_counts,realm_counts,unresolved_counts
SAMN55038727,"Chicago (CHI-D1), IL",2025-12-28,865149109,4374,3010.0,1364.0,0.3118427069044353,5.055775882443867e-06,3.479169045760411e-06,3854,476,27,16,0,0,0,0,0,0,1
SAMN47830431,"Chicago (CHI-D2), IL",2024-09-15,863829619,6837,3384.0,3453.0,0.5050460728389644,7.914755236009105e-06,3.917439186581075e-06,5891,833,80,31,0,0,0,0,0,0,2
SAMN47830458,"Chicago (CHI-D2), IL",2024-10-27,952344124,3634,2839.0,795.0,0.2187671986791414,3.815847558061901e-06,2.981065277198056e-06,2958,623,37,16,0,0,0,0,0,0,0
SAMN47830464,"Chicago (CHI-D2), IL",2024-11-03,730995773,12416,7999.0,4417.0,0.3557506443298969,1.698505033626234e-05,1.094260773516128e-05,11134,1195,38,48,0,0,0,0,0,0,1
SAMN47830470,"Chicago (CHI-D2), IL",2024-11-10,761792612,8047,5550.0,2497.0,0.3103019758916366,1.0563242374947056e-05,7.285447394178719e-06,6851,1075,88,33,0,0,0,0,0,0,0
SAMN47830476,"Chicago (CHI-D2), IL",2024-11-17,634742310,10084,6867.0,3217.0,0.3190202300674336,1.5886761983772595e-05,1.0818563520682903e-05,8711,1238,110,25,0,0,0,0,0,0,0
SAMN47830483,"Chicago (CHI-D2), IL",2024-11-24,784197612,19089,8176.0,10913.0,0.5716905023835717,2.4342078715740847e-05,1.0425943505678516e-05,17795,1155,102,35,0,0,0,0,0,0,2
SAMN47830490,"Chicago (CHI-D2), IL",2024-12-01,681432187,36048,18767.0,17281.0,0.4793885929871282,5.290034824844574e-05,2.754052473309424e-05,32029,3716,235,63,0,0,0,0,0,0,5
SAMN47830494,"Chicago (CHI-D2), IL",2024-12-08,858732966,45506,28680.0,16826.0,0.369753439106931,5.29920263943844e-05,3.339804238981551e-05,39429,5444,440,192,0,0,0,0,0,0,1
SAMN47830502,"Chicago (CHI-D2), IL",2024-12-15,1051988438,33043,22926.0,10117.0,0.3061767999273673,3.141004102936728e-05,2.1793015181408295e-05,29239,3274,429,101,0,0,0,0,0,0,0
SAMN47830510,"Chicago (CHI-D2), IL",2024-12-22,1114048314,46301,28252.0,18049.0,0.3898187944104879,4.1561034129440814e-05,2.5359761910649056e-05,42394,3317,493,97,0,0,0,0,0,0,0
SAMN47830517,"Chicago (CHI-D2), IL",2024-12-29,1119996681,15511,12017.0,3494.0,0.2252594932628457,1.3849148183323946e-05,1.0729496081426336e-05,14078,1257,132,42,0,0,0,0,0,0,2
SAMN47830525,"Chicago (CHI-D2), IL",2025-01-05,1351217967,77495,48135.0,29360.0,0.3788631524614491,5.735196089203571e-05,3.5623416188633315e-05,70848,5859,648,133,0,0,0,0,0,0,7
SAMN47830533,"Chicago (CHI-D2), IL",2025-01-12,824702407,12028,7580.0,4448.0,0.369803791153974,1.4584654898430532e-05,9.191194224318542e-06,10887,1040,87,14,0,0,0,0,0,0,0
SAMN47830541,"Chicago (CHI-D2), IL",2025-01-19,2078243291,91373,29198.0,62175.0,0.680452650126405,4.396645974785442e-05,1.404936569575097e-05,82649,7742,845,131,0,0,0,0,0,0,6
SAMN47830548,"Chicago (CHI-D2), IL",2025-01-26,909459929,24077,12477.0,11600.0,0.4817875981226897,2.647395364243695e-05,1.371913110423582e-05,22062,1814,174,26,0,0,0,0,0,0,1
SAMN47830556,"Chicago (CHI-D2), IL",2025-02-02,880029649,6839,3379.0,3460.0,0.5059219184091241,7.7713290771184e-06,3.839643361834051e-06,6310,485,39,5,0,0,0,0,0,0,0
SAMN47830561,"Chicago (CHI-D2), IL",2025-02-09,895994182,12643,7728.0,4915.0,0.388752669461362,1.4110582695725584e-05,8.625056005106961e-06,11770,747,112,13,0,0,0,0,0,0,1
SAMN47830570,"Chicago (CHI-D2), IL",2025-02-17,1112453200,57080,28053.0,29027.0,0.5085318850735809,5.131002364863528e-05,2.5217240599424765e-05,53056,3580,399,45,0,0,0,0,0,0,0
SAMN47830578,"Chicago (CHI-D2), IL",2025-02-23,1024131283,20014,11876.0,8138.0,0.4066153692415309,1.9542416418891875e-05,1.1596169550852398e-05,18860,978,157,19,0,0,0,0,0,0,0
SAMN47830584,"Chicago (CHI-D2), IL",2025-03-02,974114364,122164,68688.0,53476.0,0.43773943223863,0.0001254103260507,7.05132811284569e-05,116426,4706,983,47,0,0,0,0,0,0,2
SAMN47830594,"Chicago (CHI-D2), IL",2025-03-09,902481950,19829,12436.0,7393.0,0.3728377628725604,2.197163056834544e-05,1.3779776980581163e-05,19241,467,115,6,0,0,0,0,0,0,0
SAMN56287635,"Chicago (CHI-D2), IL",2025-03-16,893269193,19577,13255.0,6322.0,0.3229299688409868,2.1916125792104867e-05,1.4838751972945291e-05,18984,496,87,10,0,0,0,0,0,0,0
SAMN56287636,"Chicago (CHI-D2), IL",2025-03-23,737845912,6900,5443.0,1457.0,0.211159420289855,9.351546017646028e-06,7.376878981745988e-06,6693,183,23,1,0,0,0,0,0,0,0
SAMN56287637,"Chicago (CHI-D2), IL",2025-03-30,708060580,73302,43578.0,29724.0,0.4055005320455103,0.0001035250401879,6.154558131170076e-05,71152,1792,352,4,0,0,0,0,0,0,2
SAMN56287638,"Chicago (CHI-D2), IL",2025-04-06,1052651269,22968,17523.0,5445.0,0.2370689655172413,2.1819191860015704e-05,1.6646538617339565e-05,22093,658,207,8,0,0,0,0,0,0,2
SAMN56287639,"Chicago (CHI-D2), IL",2025-04-13,1032678349,41781,31124.0,10657.0,0.2550680931523898,4.045887089669196e-05,3.013910384597402e-05,39589,1920,270,2,0,0,0,0,0,0,0
SAMN56287640,"Chicago (CHI-D2), IL",2025-04-20,606921075,29493,25502.0,3991.0,0.1353202454819787,4.8594456865746504e-05,4.201864303361026e-05,28235,1083,161,14,0,0,0,0,0,0,0
SAMN56287641,"Chicago (CHI-D2), IL",2025-04-27,594524322,72902,48483.0,24419.0,0.3349565169679844,0.0001226224013085,8.154922886401273e-05,69917,2458,486,41,0,0,0,0,0,0,0
SAMN56287642,"Chicago (CHI-D2), IL",2025-05-04,694729987,127879,82895.0,44984.0,0.3517700326089506,0.0001840700738314,0.0001193197379574,123759,3552,515,53,0,0,0,0,0,0,0
SAMN56287643,"Chicago (CHI-D2), IL",2025-05-11,1074528746,220463,100794.0,119669.0,0.542807636655584,0.0002051718028211,9.380298142344904e-05,213188,6129,1103,39,0,0,0,0,0,0,4
SAMN56287644,"Chicago (CHI-D2), IL",2025-05-18,988122826,410802,196548.0,214254.0,0.5215505279915872,0.0004157398141109,0.0001989104945542,397697,10615,2392,89,0,0,0,0,0,0,9
SAMN56287645,"Chicago (CHI-D2), IL",2025-05-25,1110905660,58923,43281.0,15642.0,0.2654650985184054,5.304050750808129e-05,3.896010395698227e-05,56216,2513,165,29,0,0,0,0,0,0,0
SAMN56287646,"Chicago (CHI-D2), IL",2025-06-01,650499183,180000,85421.0,94579.0,0.5254388888888889,0.000276710570442,0.0001313160757651,172239,6579,1097,84,0,0,0,0,0,0,1
SAMN53135020,"Chicago (CHI-D2), IL",2025-06-08,1352234084,203467,86840.0,116627.0,0.5731986022303371,0.0001504672914308,6.421965030131573e-05,192946,9340,1020,148,0,0,0,0,0,0,13
SAMN53135022,"Chicago (CHI-D2), IL",2025-06-15,1591890113,148580,76853.0,71727.0,0.4827500336519047,9.33355881707144e-05,4.8277829840381706e-05,142740,5137,626,65,0,0,0,0,0,0,12
SAMN53135024,"Chicago (CHI-D2), IL",2025-06-22,1556852485,259722,84703.0,175019.0,0.6738705230977737,0.0001668250540769,5.44065676203099e-05,241090,16059,2295,258,0,0,0,0,0,0,20
SAMN53135026,"Chicago (CHI-D2), IL",2025-06-29,1230899790,149485,52654.0,96831.0,0.647763989697963,0.0001214436798303,4.2776837259839e-05,133366,13566,2475,70,0,0,0,0,0,0,8
SAMN56287647,"Chicago (CHI-D2), IL",2025-07-06,1082183224,140183,40031.0,100152.0,0.714437556622415,0.0001295372141159,3.699096337128213e-05,125131,12765,2175,104,0,0,0,0,0,0,8
SAMN56287648,"Chicago (CHI-D2), IL",2025-07-13,820340882,15434,1122.0,14312.0,0.9273033562265128,1.881413000211783e-05,1.367724106672036e-06,11992,3172,270,0,0,0,0,0,0,0,0
SAMN56287649,"Chicago (CHI-D2), IL",2025-07-20,1028456187,70012,11016.0,58996.0,0.8426555447637548,6.807484935670866e-05,1.0711200087320784e-05,60315,8559,1087,8,0,0,0,0,0,0,43
SAMN56287650,"Chicago (CHI-D2), IL",2025-07-27,858218325,17534,391.0,17143.0,0.9777004676628264,2.0430698680315408e-05,4.555950258927412e-07,14400,2696,438,0,0,0,0,0,0,0,0
SAMN56287651,"Chicago (CHI-D2), IL",2025-08-03,792047579,44412,13772.0,30640.0,0.6899036296496442,5.607238905530447e-05,1.738784432292293e-05,36119,7536,697,46,0,0,1,0,0,0,13
SAMN56287652,"Chicago (CHI-D2), IL",2025-08-10,875736407,65366,30730.0,34636.0,0.5298779181837653,7.464118138461725e-05,3.509046758175945e-05,54298,9964,1054,49,0,0,0,0,0,0,1
SAMN56287653,"Chicago (CHI-D2), IL",2025-08-17,770467409,2302,1300.0,1002.0,0.4352736750651607,2.987796723274508e-06,1.6872874631871677e-06,1811,435,50,6,0,0,0,0,0,0,0
SAMN56287654,"Chicago (CHI-D2), IL",2025-08-26,979697085,13476,684.0,12792.0,0.9492430988423864,1.3755272120667789e-05,6.981749874248121e-07,10474,2663,277,62,0,0,0,0,0,0,0
SAMN56287655,"Chicago (CHI-D2), IL",2025-08-31,1052881294,18349,,,,1.742741570637117e-05,,15189,2910,217,33,0,0,0,0,0,0,0
SAMN56287656,"Chicago (CHI-D2), IL",2025-09-07,1131266290,93111,,,,8.2306881079255e-05,,72709,18783,1464,96,0,0,0,0,0,0,59
SAMN56287657,"Chicago (CHI-D2), IL",2025-09-14,827954361,40029,10144.0,29885.0,0.7465837267980714,4.834686775688111e-05,1.2251883047935296e-05,33384,5821,823,1,0,0,0,0,0,0,0
SAMN56287658,"Chicago (CHI-D2), IL",2025-09-21,1326762080,20327,9195.0,11132.0,0.5476459880946525,1.5320757433766873e-05,6.9304060905931226e-06,17459,2525,315,28,0,0,0,0,0,0,0
SAMN56287659,"Chicago (CHI-D2), IL",2025-09-28,1085042230,56090,11960.0,44130.0,0.7867712604742378,5.169384052452963e-05,1.1022612456291215e-05,44226,10711,1098,41,0,0,0,0,0,0,14
SAMN56287660,"Chicago (CHI-D2), IL",2025-10-05,626767654,20075,6327.0,13748.0,0.6848318804483188,3.202941292819173e-05,1.0094649842922492e-05,15490,4290,287,8,0,0,0,0,0,0,0
SAMN53135075,"Chicago (CHI-D2), IL",2025-10-12,1339337010,92532,15693.0,76839.0,0.8304046167812217,6.908791387762815e-05,1.1716991229862302e-05,72445,18800,1159,121,0,0,0,0,0,0,7
SAMN53135077,"Chicago (CHI-D2), IL",2025-10-19,1225617025,2388,1697.0,691.0,0.2893634840871021,1.9484063547501716e-06,1.3846087035222117e-06,1808,540,39,1,0,0,0,0,0,0,0
SAMN54610802,"Chicago (CHI-D2), IL",2025-10-26,1478531528,32993,10114.0,22879.0,0.6934501257842572,2.2314708462544195e-05,6.840571072353893e-06,24214,8323,413,43,0,0,0,0,0,0,0
SAMN54610803,"Chicago (CHI-D2), IL",2025-11-02,1020645975,50225,22486.0,27739.0,0.5522946739671478,4.920903156454421e-05,2.2031145520365177e-05,40685,8797,655,87,0,0,0,0,0,0,1
SAMN54610804,"Chicago (CHI-D2), IL",2025-11-09,1173141098,19745,7588.0,12157.0,0.6157001772600659,1.6830882520151894e-05,6.468105169051029e-06,16043,3362,313,27,0,0,0,0,0,0,0
SAMN54610805,"Chicago (CHI-D2), IL",2025-11-16,1237889125,58503,26702.0,31801.0,0.5435789617626446,4.726029077927314e-05,2.157059098487516e-05,50808,7027,555,99,0,0,0,0,0,0,14
SAMN54610806,"Chicago (CHI-D2), IL",2025-11-23,584379656,20214,14258.0,5956.0,0.2946472741664193,3.459052653947967e-05,2.43985221826408e-05,18106,1926,150,31,0,0,0,0,0,0,1
SAMN54610807,"Chicago (CHI-D2), IL",2025-11-30,662517642,46464,16290.0,30174.0,0.6494059917355371,7.013247203460885e-05,2.4588024480108864e-05,41254,4776,357,68,0,0,0,0,0,0,9
SAMN55038729,"Chicago (CHI-D2), IL",2025-12-07,1127157237,1928,1561.0,367.0,0.1903526970954356,1.7104978229403854e-06,1.384899948967812e-06,1694,220,11,3,0,0,0,0,0,0,0
SAMN55038730,"Chicago (CHI-D2), IL",2025-12-14,825033232,8849,6226.0,2623.0,0.2964176743134817,1.0725628564741256e-05,7.546362690030406e-06,8009,748,79,13,0,0,0,0,0,0,0
SAMN55038731,"Chicago (CHI-D2), IL",2025-12-21,708314068,10871,6648.0,4223.0,0.3884647226566093,1.5347711546511315e-05,9.385667037182156e-06,10043,747,71,10,0,0,0,0,0,0,0
SAMN55038732,"Chicago (CHI-D2), IL",2025-12-28,717789116,19507,14084.0,5423.0,0.2780027682370431,2.717650569669546e-05,1.962136188200435e-05,17849,1507,124,26,0,0,0,0,0,0,1
SAMN53084823,"Ottumwa WPCF, IA",2025-02-19,962373543,792668,350115.0,442553.0,0.5583081441410528,0.0008236593844101,0.0003638036420957,336986,295626,158218,502,0,46,0,0,0,0,1290
SAMN53084824,"Ottumwa WPCF, IA",2025-02-26,1047919449,105126,69255.0,35871.0,0.3412191084983734,0.0001003187793683,6.608809490661529e-05,46999,42346,15527,68,0,1,0,0,0,0,185
SAMN53084825,"Ottumwa WPCF, IA",2025-03-05,952246095,190451,87268.0,103183.0,0.5417824007224955,0.0002000018703148,9.164437686667542e-05,121093,50192,18747,72,0,12,0,0,0,0,335
SAMN53084826,"Ottumwa WPCF, IA",2025-03-12,864413878,112610,38553.0,74057.0,0.6576414172808809,0.0001302732439471,4.460016316396993e-05,59235,40716,12425,67,0,4,0,0,0,0,163
SAMN53084827,"Ottumwa WPCF, IA",2025-03-19,876590832,112918,61649.0,51269.0,0.4540374431003028,0.0001288149452149,7.032813685644387e-05,64337,41578,6716,55,0,8,0,0,0,0,224
SAMN53084828,"Ottumwa WPCF, IA",2025-03-26,635832962,539539,259139.0,280400.0,0.519702931576772,0.0008485546240051,0.0004075582983066,278081,201485,58619,393,0,43,1,0,0,0,917
SAMN53084829,"Ottumwa WPCF, IA",2025-04-02,1068405501,1211965,573220.0,638745.0,0.5270325463194069,0.0011343679893688,0.0005365191394685,724834,399456,84796,834,0,38,3,0,0,0,2004
SAMN53084830,"Ottumwa WPCF, IA",2025-04-09,1198605357,1097662,387362.0,710300.0,0.6471026600173824,0.0009157826582281,0.0003231772640909,445845,244928,404857,422,0,19,2,0,0,0,1589
SAMN53084831,"Ottumwa WPCF, IA",2025-04-16,622366521,214637,133932.0,80705.0,0.3760069326351002,0.0003448723425147,0.000215197950855,111778,81306,20956,138,0,11,0,0,0,0,448
SAMN53084832,"Ottumwa WPCF, IA",2025-04-25,609909463,159583,91110.0,68473.0,0.4290745254820375,0.0002616503098919,0.0001493828273328,68018,70247,20763,289,0,4,1,0,0,0,261
SAMN53084833,"Ottumwa WPCF, IA",2025-04-30,697329978,161000,93103.0,67897.0,0.4217204968944099,0.0002308806520289,0.000133513548732,77387,68812,14380,129,0,21,0,0,0,0,271
SAMN53084834,"Ottumwa WPCF, IA",2025-05-07,674616091,528354,200763.0,327591.0,0.6200218035635199,0.0007831921103702,0.0002975959255617,260846,211937,53967,359,0,29,0,0,0,0,1216
SAMN53084835,"Ottumwa WPCF, IA",2025-05-14,1016253123,530677,153145.0,377532.0,0.7114157952954434,0.0005221897851919,0.0001506957238644,236022,232539,60223,716,0,80,11,0,0,0,1086
SAMN53084836,"Ottumwa WPCF, IA",2025-05-21,949050855,765167,275634.0,489533.0,0.639772755489978,0.0008062444662146,0.0002904312224659,333984,365023,63132,794,0,53,0,0,0,0,2181
SAMN53084837,"Ottumwa WPCF, IA",2025-05-28,941935857,1444823,498664.0,946159.0,0.6548615297513951,0.001533886823888,0.0005294033519312,678396,355158,408040,748,0,50,0,0,0,0,2431
SAMN53084838,"Ottumwa WPCF, IA",2025-06-04,1011407276,940448,273134.0,667314.0,0.7095703324373065,0.0009298410465459,0.0002700534260344,304901,460075,172148,497,0,49,0,0,0,0,2778
SAMN53084839,"Ottumwa WPCF, IA",2025-06-11,1357105898,1325075,321489.0,1003586.0,0.7573805256306246,0.0009763976429199,0.0002368930829007,455241,638136,226859,1583,0,50,0,0,0,0,3206
SAMN53084840,"Ottumwa WPCF, IA",2025-06-18,1560053886,1028384,301480.0,726904.0,0.7068410243644397,0.0006591977426092,0.0001932497349646,316660,494211,214078,659,0,46,0,0,0,0,2730
SAMN53084841,"Ottumwa WPCF, IA",2025-06-25,1643958867,425787,54785.0,371002.0,0.871332379804926,0.0002590010057715,3.3325043040751454e-05,122311,258583,43461,280,0,34,0,0,0,0,1118
SAMN53084842,"Ottumwa WPCF, IA",2025-07-02,1016216301,736140,173493.0,562647.0,0.764320645529383,0.0007243930246696,0.0001707244804371,198244,314213,221302,204,0,6,0,0,0,0,2171
SAMN53084843,"Ottumwa WPCF, IA",2025-07-09,1012567691,592045,163426.0,428619.0,0.7239635500679847,0.0005846967123899,0.000161397604775,194956,327739,67141,458,0,56,0,0,0,0,1695
SAMN53084844,"Ottumwa WPCF, IA",2025-07-16,1031105043,549321,37228.0,512093.0,0.9322290609679952,0.0005327497947267,3.610495385774192e-05,174652,301306,70063,640,0,3,0,0,0,0,2657
SAMN53084845,"Ottumwa WPCF, IA",2025-07-23,912225500,396022,16726.0,379296.0,0.9577649726530344,0.0004341273073379,1.8335378697482145e-05,105014,246087,42838,271,0,87,0,0,0,0,1725
SAMN53084846,"Ottumwa WPCF, IA",2025-07-30,857728082,120157,1869.0,118288.0,0.9844453506662116,0.0001400875201845,2.1790122525101144e-06,50415,60202,8772,0,0,0,0,0,0,0,768
SAMN53084847,"Ottumwa WPCF, IA",2025-08-06,935440168,432585,111378.0,321207.0,0.7425292139117168,0.0004624400520718,0.0001190648037256,121654,243587,65103,322,0,40,0,0,0,0,1879
SAMN53084848,"Ottumwa WPCF, IA",2025-08-14,929273366,656744,103872.0,552872.0,0.8418379155348202,0.0007067285300846,0.0001117776574692,190372,366302,97447,408,0,32,2,0,0,0,2181
SAMN53084849,"Ottumwa WPCF, IA",2025-08-20,924999347,294310,46431.0,247879.0,0.8422377764941729,0.000318173197586,5.019571111113444e-05,97258,151712,44337,213,0,12,0,0,0,0,778
SAMN53084850,"Ottumwa WPCF, IA",2025-08-27,1071714773,185097,28636.0,156461.0,0.8452919280161213,0.0001727110651669,2.6719795902262888e-05,54244,106997,23179,229,0,17,0,0,0,0,431
SAMN53084851,"Ottumwa WPCF, IA",2025-09-03,1023226560,416954,,,,0.0004074894224794,,130242,231567,52984,655,0,33,0,0,0,0,1473
SAMN53084852,"Ottumwa WPCF, IA",2025-09-10,896701627,690576,215256.0,475320.0,0.688294988531313,0.000770129081075,0.0002400530940488,169290,425818,92376,641,0,45,0,0,0,0,2406
SAMN53084853,"Ottumwa WPCF, IA",2025-09-17,1361263449,704709,251973.0,452736.0,0.6424439023767257,0.0005176874472885,0.000185102303441,197833,378913,124898,697,0,31,0,0,0,0,2337
SAMN53084854,"Ottumwa WPCF, IA",2025-09-24,1078886481,864074,223557.0,640517.0,0.7412756314852663,0.0008008942694314,0.0002072108641057,268217,339644,252957,681,1,41,0,0,0,0,2533
SAMN53084855,"Ottumwa WPCF, IA",2025-10-01,791547897,544526,193831.0,350695.0,0.6440371993256521,0.0006879255217072,0.0002448758953622,188334,239967,113863,478,0,57,0,0,0,0,1827
SAMN53084856,"Ottumwa WPCF, IA",2025-10-08,959867498,1367088,258762.0,1108326.0,0.8107203047645799,0.0014242465786668,0.0002695809583501,482823,342730,539200,372,0,50,0,0,0,0,1913
SAMN54703701,"Ottumwa WPCF, IA",2025-10-15,1294564722,1478596,376749.0,1101847.0,0.7451981474317528,0.0011421568770356,0.0002910236881922,536789,555829,381428,661,0,75,0,0,0,0,3814
SAMN54703702,"Ottumwa WPCF, IA",2025-10-22,1632453733,1986976,519498.0,1467478.0,0.7385484273589615,0.0012171714026764,0.0003182313774034,731806,465708,786265,607,0,52,1,0,0,0,2537
SAMN54703703,"Ottumwa WPCF, IA",2025-10-29,970334750,852507,259537.0,592970.0,0.6955602710593579,0.0008785699986525,0.0002674716122451,293140,215376,342349,295,0,60,2,0,0,0,1285
SAMN54703704,"Ottumwa WPCF, IA",2025-11-05,1483083011,2007575,685475.0,1322100.0,0.6585557202097058,0.0013536497856895,0.000462195976163,995204,528798,479688,992,0,101,17,0,0,0,2775
SAMN54703705,"Ottumwa WPCF, IA",2025-11-12,1017578632,1134232,485055.0,649177.0,0.5723493958907878,0.0011146381855235,0.0004766756934023,509942,389348,231584,762,2,126,0,0,0,0,2468
SAMN54703706,"Ottumwa WPCF, IA",2025-11-19,918417816,929852,325487.0,604365.0,0.6499582729294554,0.0010124498717259,0.0003543997016712,396452,253537,277743,633,0,104,0,0,0,0,1383
SAMN54703707,"Ottumwa WPCF, IA",2025-11-24,1102514100,223845,81266.0,142579.0,0.6369541423753043,0.0002030314170131,7.370971491430359e-05,183974,29730,9681,388,0,0,0,0,0,0,72
SAMN54703708,"Ottumwa WPCF, IA",2025-12-03,748144071,572669,280921.0,291748.0,0.5094531046730311,0.000765452834819,0.0003754905116397,246898,245649,77627,1096,0,45,0,0,0,0,1354
SAMN54703709,"Ottumwa WPCF, IA",2025-12-10,1110567330,763939,347037.0,416902.0,0.5457268185025245,0.0006878817513927,0.0003124862316992,306572,339636,115357,525,0,42,6,0,0,0,1801
SAMN55039076,"Ottumwa WPCF, IA",2025-12-17,909657071,341649,176536.0,165113.0,0.4832825502196698,0.000375579997003,0.0001940687382399,140869,144008,55452,431,0,30,1,0,0,0,858
SAMN55039077,"Ottumwa WPCF, IA",2025-12-22,1191246692,304658,156142.0,148516.0,0.4874843266876301,0.0002557471949731,0.0001310744458293,164941,86039,52816,341,0,13,2,0,0,0,506
SAMN55039078,"Ottumwa WPCF, IA",2025-12-31,1183471055,757729,341640.0,416089.0,0.5491264027112596,0.0006402598498701,0.0002886762617105,341900,293581,119208,1177,0,62,3,0,0,0,1798
SAMN54703710,"Boise RWF, ID",2024-11-04,1612316118,394217,176877.0,217340.0,0.5513207192992692,0.0002445035409613,0.0001097036728873,372308,18176,3151,575,0,0,0,0,0,0,7
SAMN54703711,"Boise RWF, ID",2024-11-18,1599123757,314687,133270.0,181417.0,0.5764998236342779,0.0001967871458494,8.333939097372812e-05,284207,25679,4096,699,0,0,0,0,0,0,6
SAMN54703712,"Boise RWF, ID",2024-11-25,1293693860,207418,107660.0,99758.0,0.4809515085479563,0.0001603300490272,8.321907008200533e-05,188210,15724,2701,763,0,14,0,0,0,0,6
SAMN54703713,"Boise RWF, ID",2024-12-02,745738888,158951,101788.0,57163.0,0.3596265515787884,0.0002131456499825,0.0001364928148952,146875,9382,2333,357,0,0,0,0,0,0,4
SAMN54703714,"Boise RWF, ID",2024-12-16,817023350,158379,99688.0,58691.0,0.3705731189109667,0.0001938488049331,0.0001220136486919,143595,12667,1595,517,0,0,0,0,0,0,5
SAMN54703715,"Boise RWF, ID",2024-12-23,1309871009,189746,119314.0,70432.0,0.3711909605472579,0.0001448585385097,9.10883584568288e-05,173687,13848,1482,726,0,0,0,0,0,0,3
SAMN54703716,"Boise RWF, ID",2024-12-30,923426308,172389,114135.0,58254.0,0.3379217931538555,0.0001866840900097,0.0001235994675603,165243,5398,1567,179,0,0,0,0,0,0,2
SAMN54703717,"Boise RWF, ID",2025-01-06,798784120,78785,45730.0,33055.0,0.4195595608301072,9.86311545602584e-05,5.724951066878996e-05,71396,6097,1066,222,0,0,0,0,0,0,4
SAMN54703718,"Boise RWF, ID",2025-01-13,821352019,65481,43758.0,21723.0,0.3317450863609291,7.972342976611104e-05,5.3275573673363066e-05,57688,5782,1848,118,0,0,0,0,0,0,45
SAMN54703719,"Boise RWF, ID",2025-01-20,806795637,55144,39940.0,15204.0,0.2757144929638764,6.834940283644593e-05,4.95044818890115e-05,51736,2838,485,79,0,0,0,0,0,0,6
SAMN54703720,"Boise RWF, ID",2025-01-27,770753835,89486,55804.0,33682.0,0.3763940728158594,0.0001161019198821,7.240184539594278e-05,80406,7566,1279,223,0,0,0,0,0,0,12
SAMN54703721,"Boise RWF, ID",2025-02-03,824738370,112609,75491.0,37118.0,0.3296184141587262,0.0001365390578347,9.153327012055957e-05,106447,5016,1012,133,0,0,0,0,0,0,1
SAMN54703722,"Boise RWF, ID",2025-02-10,608661180,83617,58038.0,25579.0,0.3059066936149348,0.0001373785658549,9.535354300072168e-05,78161,4124,1177,150,0,0,0,0,0,0,5
SAMN54703723,"Boise RWF, ID",2025-02-24,612554912,93819,57373.0,36446.0,0.3884714183694134,0.0001531601464,9.36618070903658e-05,86970,5167,1541,131,0,0,0,0,0,0,10
SAMN54703724,"Boise RWF, ID",2025-03-10,607283445,146146,85292.0,60854.0,0.4163918273507314,0.0002406553335238,0.0001404484194361,138753,4247,3103,27,0,0,0,0,0,0,16
SAMN54703725,"Boise RWF, ID",2025-03-17,600468748,160849,83826.0,77023.0,0.4788528371329632,0.0002678723922531,0.0001396009372331,153656,4327,2835,29,0,0,0,0,0,0,2
SAMN54703726,"Boise RWF, ID",2025-03-24,601783588,151722,83950.0,67772.0,0.4466853851122447,0.0002521205347328,0.0001395019765809,143283,6059,2252,124,0,0,0,0,0,0,4
